points_scored,ppg,opponent_ppg,win_perc,opponnent_win_perc,last_10_win_perc,opponent_last_10_win_perc
98,100.4,97.76767676767676,0.3,0.36363636363636365,0.3,0.3
96,93.5,92.61728395061728,0.3,0.8888888888888888,0.3,0.8888888888888888
103,95.55555555555556,85.85428571428572,0.8888888888888888,0.3,0.8888888888888888,0.3
92,101.33333333333333,101.77777777777777,0.4444444444444444,0.7,0.4444444444444444,0.7
120,105.8,117.71428571428571,0.7,0.4444444444444444,0.7,0.4444444444444444
98,103.66666666666667,93.83333333333333,0.4166666666666667,0.36363636363636365,0.3,0.3
108,96.9090909090909,110.5,0.36363636363636365,0.4166666666666667,0.3,0.3
93,103.18181818181819,106.5,0.5454545454545454,0.4,0.6,0.4
85,99.5,105.76623376623375,0.4,0.5454545454545454,0.4,0.6
82,90.22222222222223,99.15151515151516,0.2222222222222222,0.8181818181818182,0.2222222222222222,0.9
91,104.9090909090909,98.25,0.8181818181818182,0.2222222222222222,0.9,0.2222222222222222
98,107.75,105.42857142857143,0.5833333333333334,0.6363636363636364,0.5,0.7
102,109.27272727272727,105.34635416666667,0.6363636363636364,0.5833333333333334,0.7,0.5
105,100.7,99.53246753246754,0.4,0.08333333333333333,0.4,0.1
98,88.58333333333333,102.3111111111111,0.08333333333333333,0.4,0.1,0.4
104,98.6,96.3690476190476,0.9,0.3333333333333333,0.9,0.4
93,93.41666666666667,93.25,0.3333333333333333,0.9,0.4,0.9
106,99.3,93.86666666666666,0.5,0.3,0.5,0.3
113,94.4,96.74000000000001,0.3,0.5,0.3,0.5
123,105.72727272727273,102.42,0.6363636363636364,0.6666666666666666,0.6,0.6
120,108.83333333333333,106.71428571428571,0.6666666666666666,0.6363636363636364,0.6,0.6
81,104.27272727272727,99.81818181818181,0.7272727272727273,0.5454545454545454,0.7,0.6
88,95.36363636363636,98.42857142857143,0.5454545454545454,0.7272727272727273,0.6,0.7
105,104.2,104.80952380952381,0.7,0.6666666666666666,0.7,0.7
91,108.66666666666667,101.46666666666667,0.6666666666666666,0.7,0.7,0.7
97,104.4,101.0,0.4,0.6666666666666666,0.4,0.6666666666666666
87,94.0,97.7,0.6666666666666666,0.4,0.6666666666666666,0.4
91,89.0,96.74000000000001,0.5,0.45454545454545453,0.5,0.4
98,99.9090909090909,93.92929292929293,0.45454545454545453,0.5,0.4,0.5
115,103.23076923076923,98.25,0.38461538461538464,0.2,0.2,0.2
107,89.4,110.5,0.2,0.38461538461538464,0.2,0.2
96,97.83333333333333,103.92613636363636,0.4166666666666667,0.36363636363636365,0.4,0.4
88,100.18181818181819,94.18055555555554,0.36363636363636365,0.4166666666666667,0.4,0.4
82,93.38461538461539,92.95555555555555,0.3076923076923077,0.9,0.4,0.9
97,96.3,96.95604395604394,0.9,0.3076923076923077,0.9,0.4
89,98.18181818181819,105.76623376623375,0.36363636363636365,0.5833333333333334,0.3,0.6
96,102.33333333333333,105.27272727272727,0.5833333333333334,0.36363636363636365,0.6,0.3
86,94.75,93.25,0.5833333333333334,0.9090909090909091,0.6,0.9
102,99.0909090909091,98.25,0.9090909090909091,0.5833333333333334,0.9,0.6
111,107.0,103.0,0.5384615384615384,0.2727272727272727,0.4,0.3
81,96.54545454545455,105.34635416666667,0.2727272727272727,0.5384615384615384,0.3,0.4
104,101.0909090909091,97.76767676767676,0.45454545454545453,0.3333333333333333,0.5,0.3
100,92.41666666666667,102.3111111111111,0.3333333333333333,0.45454545454545453,0.3,0.5
103,107.16666666666667,99.95304695304695,0.6666666666666666,0.07692307692307693,0.7,0.1
93,89.3076923076923,106.71428571428571,0.07692307692307693,0.6666666666666666,0.1,0.7
98,103.75,100.6,0.8333333333333334,0.6,0.9,0.6
95,93.3,97.72222222222223,0.6,0.8333333333333334,0.6,0.9
102,97.9090909090909,98.42857142857143,0.36363636363636365,0.6666666666666666,0.4,0.7
95,102.33333333333333,114.85185185185183,0.6666666666666666,0.36363636363636365,0.7,0.4
103,107.3076923076923,94.96969696969695,0.6153846153846154,0.36363636363636365,0.6,0.3
102,96.0909090909091,104.82417582417582,0.36363636363636365,0.6153846153846154,0.3,0.6
106,96.36363636363636,110.5,0.9090909090909091,0.42857142857142855,0.9,0.3
98,104.07142857142857,91.95959595959594,0.42857142857142855,0.9090909090909091,0.3,0.9
98,99.16666666666667,85.85428571428572,0.3333333333333333,0.2727272727272727,0.4,0.2
89,93.72727272727273,103.265625,0.2727272727272727,0.3333333333333333,0.2,0.4
87,101.84615384615384,96.95604395604394,0.6153846153846154,0.2857142857142857,0.7,0.4
94,92.57142857142857,104.47652347652345,0.2857142857142857,0.6153846153846154,0.4,0.7
101,107.0909090909091,117.71428571428571,0.7272727272727273,0.4,0.8,0.4
99,100.4,100.8888888888889,0.4,0.7272727272727273,0.4,0.8
112,109.6923076923077,105.34635416666667,0.6153846153846154,0.5714285714285714,0.5,0.5
101,107.28571428571429,104.00307692307692,0.5714285714285714,0.6153846153846154,0.5,0.5
72,91.0,93.92929292929293,0.18181818181818182,0.46153846153846156,0.2,0.5
96,89.15384615384616,99.77272727272727,0.46153846153846156,0.18181818181818182,0.5,0.2
126,99.33333333333333,98.24708624708623,0.9166666666666666,0.3076923076923077,0.9,0.3
96,93.0,92.64583333333333,0.3076923076923077,0.9166666666666666,0.3,0.9
102,103.72727272727273,106.71428571428571,0.45454545454545453,0.6923076923076923,0.5,0.7
100,106.84615384615384,97.7,0.6923076923076923,0.45454545454545453,0.7,0.5
101,101.76923076923077,97.72222222222223,0.6153846153846154,0.8461538461538461,0.6,0.9
113,103.3076923076923,98.7032967032967,0.8461538461538461,0.6153846153846154,0.9,0.6
97,95.25,105.27272727272727,0.25,0.3333333333333333,0.2,0.3
109,97.41666666666667,103.66666666666667,0.3333333333333333,0.25,0.3,0.2
121,107.0,100.36363636363636,0.6428571428571429,0.5454545454545454,0.6,0.6
82,93.45454545454545,104.82417582417582,0.5454545454545454,0.6428571428571429,0.6,0.6
96,100.27272727272727,96.26166666666667,0.36363636363636365,0.5,0.4,0.4
104,99.75,116.1948051948052,0.5,0.36363636363636365,0.4,0.4
95,104.27272727272727,100.17068645640074,0.7272727272727273,0.07142857142857142,0.7,0.1
73,89.57142857142857,101.46666666666667,0.07142857142857142,0.7272727272727273,0.1,0.7
100,98.25,95.63888888888887,0.4166666666666667,0.3333333333333333,0.5,0.3
86,96.58333333333333,114.85185185185183,0.3333333333333333,0.4166666666666667,0.3,0.5
86,89.64285714285714,96.29230769230769,0.5,0.3333333333333333,0.5,0.4
96,92.66666666666667,92.36291486291486,0.3333333333333333,0.5,0.4,0.5
98,97.16666666666667,105.78993055555557,0.9166666666666666,0.5333333333333333,0.9,0.5
84,106.86666666666666,91.95959595959594,0.5333333333333333,0.9166666666666666,0.5,0.9
113,98.3076923076923,99.77272727272727,0.38461538461538464,0.16666666666666666,0.3,0.1
94,89.41666666666667,104.63636363636364,0.16666666666666666,0.38461538461538464,0.1,0.3
107,106.58333333333333,96.24153846153847,0.75,0.5384615384615384,0.9,0.5
92,100.07692307692308,100.8888888888889,0.5384615384615384,0.75,0.5,0.9
86,94.07692307692308,104.00307692307692,0.5384615384615384,0.6428571428571429,0.6,0.6
93,109.85714285714286,98.25,0.6428571428571429,0.5384615384615384,0.6,0.6
96,106.35714285714286,97.7,0.6428571428571429,0.5,0.6,0.6
110,103.58333333333333,106.37755102040816,0.5,0.6428571428571429,0.6,0.6
112,101.38461538461539,102.3111111111111,0.9230769230769231,0.5,1,0.6
93,101.33333333333333,92.64583333333333,0.5,0.9230769230769231,0.6,1
89,88.46666666666667,102.08333333333333,0.06666666666666667,0.5,0.1,0.5
83,92.5,99.82597402597403,0.5,0.06666666666666667,0.5,0.1
102,104.0,86.86642857142859,0.8571428571428571,0.25,1,0.2
91,93.33333333333333,97.9563492063492,0.25,0.8571428571428571,0.2,1
100,97.6923076923077,103.66666666666667,0.46153846153846156,0.23076923076923078,0.4,0.2
102,95.38461538461539,94.18055555555554,0.23076923076923078,0.46153846153846156,0.2,0.4
116,99.07692307692308,114.85185185185183,0.38461538461538464,0.46153846153846156,0.5,0.5
111,98.38461538461539,103.265625,0.46153846153846156,0.38461538461538464,0.5,0.5
92,100.78571428571429,116.1948051948052,0.5714285714285714,0.3333333333333333,0.6,0.3
109,99.91666666666667,104.47652347652345,0.3333333333333333,0.5714285714285714,0.3,0.6
101,100.6923076923077,98.7032967032967,0.46153846153846156,0.5714285714285714,0.5,0.5
102,101.71428571428571,103.05641025641025,0.5714285714285714,0.46153846153846156,0.5,0.5
74,89.4,91.95959595959594,0.4666666666666667,0.9230769230769231,0.4,0.9
99,97.23076923076923,92.36291486291486,0.9230769230769231,0.4666666666666667,0.9,0.4
105,100.61538461538461,110.2,0.38461538461538464,0.4,0.3,0.3
94,103.66666666666667,114.33366633366633,0.4,0.38461538461538464,0.3,0.3
93,92.875,98.25,0.375,0.5,0.4,0.5
100,93.5,95.64903846153845,0.5,0.375,0.5,0.4
94,95.85714285714286,114.93386243386242,0.2857142857142857,0.42857142857142855,0.2,0.5
99,99.28571428571429,103.40476190476191,0.42857142857142855,0.2857142857142857,0.5,0.2
84,93.21428571428571,100.8888888888889,0.2857142857142857,0.7692307692307693,0.2,0.9
95,106.61538461538461,100.22943722943721,0.7692307692307693,0.2857142857142857,0.9,0.2
79,99.35714285714286,101.07692307692308,0.42857142857142855,0.46153846153846156,0.4,0.5
99,91.76923076923077,104.63636363636364,0.46153846153846156,0.42857142857142855,0.5,0.4
113,108.73333333333333,104.47652347652345,0.6666666666666666,0.5333333333333333,0.6,0.6
84,100.2,102.80287179487179,0.5333333333333333,0.6666666666666666,0.6,0.6
92,89.76923076923077,103.265625,0.15384615384615385,0.42857142857142855,0.1,0.5
100,100.28571428571429,100.79020979020979,0.42857142857142855,0.15384615384615385,0.5,0.1
110,105.4375,97.56923076923077,0.5,0.5384615384615384,0.4,0.7
117,104.07692307692308,105.30305989583334,0.5384615384615384,0.5,0.7,0.4
94,103.5,92.64583333333333,0.75,0.9285714285714286,0.8,1
88,102.14285714285714,101.46666666666667,0.9285714285714286,0.75,1,0.8
103,105.66666666666667,98.85641025641026,0.6,0.6,0.6,0.5
99,101.73333333333333,106.37755102040816,0.6,0.6,0.5,0.6
120,99.5,97.9563492063492,0.5,0.8666666666666667,0.4,1
106,103.86666666666666,97.01,0.8666666666666667,0.5,1,0.4
93,107.93333333333334,88.03054945054947,0.6666666666666666,0.23076923076923078,0.7,0.2
80,93.15384615384616,104.82417582417582,0.23076923076923078,0.6666666666666666,0.2,0.7
92,88.4375,100.79020979020979,0.4375,0.14285714285714285,0.4,0
76,89.92857142857143,92.36291486291486,0.14285714285714285,0.4375,0,0.4
91,100.92857142857143,92.7361111111111,0.42857142857142855,0.8666666666666667,0.3,0.9
109,101.2,114.33366633366633,0.8666666666666667,0.42857142857142855,0.9,0.3
83,97.85714285714286,99.68253968253968,0.42857142857142855,0.7857142857142857,0.4,0.9
90,105.78571428571429,94.18055555555554,0.7857142857142857,0.42857142857142855,0.9,0.4
88,99.1875,106.37755102040816,0.5,0.625,0.5,0.7
87,105.5,105.00924075924074,0.625,0.5,0.7,0.5
103,92.88235294117646,100.22943722943721,0.35294117647058826,0.26666666666666666,0.3,0.2
86,92.6,95.64903846153845,0.26666666666666666,0.35294117647058826,0.2,0.3
102,98.0,113.53827160493826,0.4,0.4666666666666667,0.4,0.5
106,99.26666666666667,104.63636363636364,0.4666666666666667,0.4,0.5,0.4
114,109.0,103.40476190476191,0.6875,0.26666666666666666,0.7,0.2
95,95.73333333333333,102.80287179487179,0.26666666666666666,0.6875,0.2,0.7
93,97.35714285714286,102.51458333333333,0.9285714285714286,0.4666666666666667,0.9,0.5
73,100.26666666666667,90.67676767676767,0.4666666666666667,0.9285714285714286,0.5,0.9
113,102.76923076923077,99.11538461538461,0.7692307692307693,0.5625,0.8,0.5
112,101.5625,101.46666666666667,0.5625,0.7692307692307693,0.5,0.8
105,103.0625,103.05641025641025,0.375,0.42857142857142855,0.2,0.5
121,100.71428571428571,109.875,0.42857142857142855,0.375,0.5,0.2
97,105.0,88.38551020408165,0.5714285714285714,0.21428571428571427,0.7,0.2
95,92.21428571428571,98.45714285714287,0.21428571428571427,0.5714285714285714,0.2,0.7
101,88.5,97.01,0.125,0.5333333333333333,0.2,0.5
112,100.86666666666666,99.82597402597403,0.5333333333333333,0.125,0.5,0.2
98,95.76923076923077,104.82417582417582,0.3076923076923077,0.6875,0.3,0.8
104,107.0,95.97435897435896,0.6875,0.3076923076923077,0.8,0.3
108,98.5625,105.00924075924074,0.4375,0.5294117647058824,0.5,0.5
101,98.52941176470588,101.919921875,0.5294117647058824,0.4375,0.5,0.5
97,92.1875,99.5,0.25,0.5,0.2,0.6
93,92.28571428571429,100.40259740259738,0.5,0.25,0.6,0.2
88,93.93333333333334,104.06696428571429,0.5333333333333333,0.25,0.6,0.2
97,95.6875,97.9,0.25,0.5333333333333333,0.2,0.6
106,104.41176470588235,105.30305989583334,0.5882352941176471,0.47058823529411764,0.6,0.3
112,105.70588235294117,105.29651860744298,0.47058823529411764,0.5882352941176471,0.3,0.6
106,101.6875,102.80287179487179,0.875,0.7058823529411765,0.9,0.8
112,109.29411764705883,92.62760416666666,0.7058823529411765,0.875,0.8,0.9
92,89.0,95.64903846153845,0.13333333333333333,0.3888888888888889,0,0.3
85,93.44444444444444,100.20419580419579,0.3888888888888889,0.13333333333333333,0.3,0
104,101.5625,99.82597402597403,0.5625,0.11764705882352941,0.5,0.2
112,89.23529411764706,97.259375,0.11764705882352941,0.5625,0.2,0.5
98,96.86666666666666,98.45714285714287,0.4,0.6,0.4,0.8
112,104.46666666666667,94.18055555555554,0.6,0.4,0.8,0.4
115,98.25,109.875,0.375,0.35294117647058826,0.4,0.2
100,103.17647058823529,104.63636363636364,0.35294117647058826,0.375,0.2,0.4
100,106.82352941176471,90.67676767676767,0.7058823529411765,0.9333333333333333,0.8,0.9
105,97.06666666666666,104.42275371687137,0.9333333333333333,0.7058823529411765,0.9,0.8
99,104.73333333333333,92.36291486291486,0.8,0.47058823529411764,0.9,0.5
98,88.6470588235294,98.57037037037038,0.47058823529411764,0.8,0.5,0.9
113,95.92857142857143,99.93212669683258,0.2857142857142857,0.5294117647058824,0.3,0.5
115,102.17647058823529,95.97435897435896,0.5294117647058824,0.2857142857142857,0.5,0.3
113,103.5,105.34177879050927,0.7857142857142857,0.5,0.8,0.4
103,106.05555555555556,101.46666666666667,0.5,0.7857142857142857,0.4,0.8
99,92.4,103.1859829059829,0.2,0.4666666666666667,0.1,0.5
