ppg,opponent_ppg,win_perc,opponent_win_perc,last_10_win_perc,opponent_last_10_win_perc,intercept
0.0005057120046718007,0.001056245931785972,0.6286365855692865,-0.6263927556999926,0.0744218278645507,-0.07265544364965318,0.3349261852123313
